3.464102	2.000000
6.928203	4.000000
10.392305	6.000000
13.856407	8.000000
17.320508	10.000000
20.784610	12.000000
24.248711	14.000000
27.712813	16.000000
31.176915	18.000000
34.641016	20.000000
38.105118	22.000000
41.569220	24.000000
45.033321	26.000000
48.497423	28.000000
51.961524	30.000000
55.425626	32.000000
58.889728	33.999999
62.353829	35.999999
65.817931	37.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.282033	39.999999
69.310823	43.999896
69.339613	47.999792
69.368403	51.999689
69.397193	55.999585
69.425983	59.999481
69.454773	63.999378
69.483563	67.999274
69.512353	71.999171
69.541143	75.999067
69.569933	79.998963
69.598723	83.998860
69.627513	87.998756
69.656303	91.998652
69.685093	95.998549
69.713883	99.998445
69.742673	103.998342
69.771463	107.998238
69.800253	111.998134
69.829043	115.998031
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
69.857832	119.997927
66.422879	122.047584
62.987926	124.097242
59.552972	126.146899
56.118019	128.196556
52.683065	130.246213
49.248112	132.295870
45.813158	134.345528
42.378205	136.395185
38.943251	138.444842
35.508298	140.494499
32.073344	142.544156
28.638391	144.593813
25.203437	146.643471
21.768484	148.693128
18.333530	150.742785
14.898577	152.792442
11.463623	154.842099
8.028670	156.891757
4.593716	158.941414
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
1.158763	160.991071
-2.347713	159.066331
-5.854189	157.141590
-9.360665	155.216850
-12.867141	153.292109
-16.373617	151.367369
-19.880093	149.442629
-23.386569	147.517888
-26.893046	145.593148
-30.399522	143.668407
-33.905998	141.743667
-37.412474	139.818926
-40.918950	137.894186
-44.425426	135.969446
-47.931902	134.044705
-51.438378	132.119965
-54.944854	130.195224
-58.451330	128.270484
-61.957806	126.345744
-65.464282	124.421003
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-68.970758	122.496263
-69.085903	118.497920
-69.201048	114.499578
-69.316193	110.501236
-69.431338	106.502893
-69.546483	102.504551
-69.661628	98.506209
-69.776773	94.507866
-69.891918	90.509524
-70.007063	86.511182
-70.122208	82.512839
-70.237353	78.514497
-70.352498	74.516154
-70.467643	70.517812
-70.582788	66.519470
-70.697932	62.521127
-70.813077	58.522785
-70.928222	54.524443
-71.043367	50.526100
-71.158512	46.527758
-71.273657	42.529416
